time,open,high,low,close,candle,body,wick_up,wick_down,pattern,rsi,ema20,ema50,macd,histogram,adx,atr,signal,score,sl,tp,tick_dir,tick_bull%,ob_bias,ob_imbal,rt_bias,rt_score,spread,logged_at
2026-03-31 11:20:00,4566.479,4576.224,4564.649,4573.391,BULLISH,6.912,2.833,1.83,,64.16,4555.31201,4557.96214,-0.61873,2.51758,38.48,10.8858,WAIT,21.3,,,NEUTRAL,52.0,NEUTRAL,0.0,NEUTRAL,0.03,0.308,2026-03-31 18:24:33
2026-03-31 11:25:00,4575.707,4583.1,4575.707,4578.662,BULLISH,2.955,4.438,0.0,Inverted Hammer,66.91,4557.73366,4558.8604,1.43023,3.62393,36.34,10.49995,BUY,26.23,4568.16205,4610.16186,NEUTRAL,46.2,NEUTRAL,0.0,NEUTRAL,-0.055,0.28,2026-03-31 18:29:35
2026-03-31 11:30:00,4575.331,4578.865,4568.76,4578.202,BULLISH,2.871,0.663,6.571,Hammer,66.55,4559.38265,4559.48755,2.62435,3.89893,32.35,10.54494,WAIT,18.66,,,NEUTRAL,53.3,NEUTRAL,0.0,NEUTRAL,0.05,0.28,2026-03-31 18:35:07
2026-03-31 11:35:00,4577.93,4593.107,4573.95,4592.479,BULLISH,14.549,0.628,3.98,,73.17,4562.50676,4560.76913,4.86683,4.91726,32.69,11.70327,WAIT,21.65,,,NEUTRAL,51.8,NEUTRAL,0.0,NEUTRAL,0.025,0.28,2026-03-31 18:40:12
2026-03-31 11:40:00,4589.329,4591.058,4583.141,4588.208,BEARISH,1.121,1.729,5.067,Spinning Top,70.57,4564.70185,4561.73469,6.06725,4.93157,32.98,11.19843,WAIT,20.24,,,NEUTRAL,49.6,NEUTRAL,0.0,NEUTRAL,-0.005,0.28,2026-03-31 18:44:11
2026-03-31 11:45:00,4591.837,4593.082,4582.453,4582.694,BEARISH,9.143,1.245,0.241,Bearish Engulfing,63.62,4566.72318,4562.69121,6.902,4.56747,32.79,11.30647,WAIT,16.06,,,NEUTRAL,49.0,NEUTRAL,0.0,NEUTRAL,-0.015,0.28,2026-03-31 18:49:36
2026-03-31 11:50:00,4584.757,4586.661,4578.802,4579.535,BEARISH,5.222,1.904,0.733,,60.58,4568.12371,4563.43061,7.13101,3.81047,30.34,10.84681,WAIT,16.56,,,NEUTRAL,50.9,NEUTRAL,0.0,NEUTRAL,0.015,0.308,2026-03-31 18:55:02
2026-03-31 11:55:00,4581.012,4582.646,4576.556,4577.851,BEARISH,3.161,1.634,1.295,,58.92,4569.19186,4564.0581,7.06534,2.97484,26.92,10.21257,WAIT,11.4,,,NEUTRAL,56.0,NEUTRAL,0.0,NEUTRAL,0.09,0.308,2026-03-31 18:59:08
2026-03-31 12:00:00,4582.32,4588.064,4581.018,4587.132,BULLISH,4.812,0.932,1.302,,65.54,4571.26795,4565.12365,7.8336,2.94005,26.38,9.79255,WAIT,13.34,,,NEUTRAL,51.5,NEUTRAL,0.0,NEUTRAL,0.025,0.308,2026-03-31 19:04:47
2026-03-31 12:05:00,4585.419,4594.864,4584.536,4594.628,BULLISH,9.209,0.236,0.883,,69.45,4573.33986,4566.21384,8.5684,2.96252,28.13,9.86395,WAIT,11.99,,,NEUTRAL,52.0,NEUTRAL,0.0,NEUTRAL,0.03,0.308,2026-03-31 19:11:49
2026-03-31 12:10:00,4591.562,4592.112,4576.165,4576.739,BEARISH,14.823,0.55,0.574,Bearish Engulfing,54.43,4573.3944,4566.50889,7.53787,1.58547,26.61,10.99002,WAIT,19.36,,,NEUTRAL,46.5,NEUTRAL,0.0,NEUTRAL,-0.055,0.308,2026-03-31 19:15:18
2026-03-31 12:15:00,4575.678,4579.823,4571.486,4577.954,BULLISH,2.276,1.869,4.192,Spinning Top,55.13,4573.74308,4566.9203,6.87559,0.75122,22.61,10.83597,WAIT,7.78,,,NEUTRAL,48.9,NEUTRAL,0.0,NEUTRAL,-0.015,0.308,2026-03-31 19:20:27
2026-03-31 12:20:00,4580.612,4582.36,4574.738,4576.73,BEARISH,3.882,1.748,1.992,,53.71,4574.26416,4567.40846,6.4119,0.19498,19.72,10.55928,WAIT,8.61,,,NEUTRAL,56.8,NEUTRAL,0.0,NEUTRAL,0.1,0.308,2026-03-31 19:25:01
2026-03-31 12:25:00,4577.835,4583.078,4572.517,4579.636,BULLISH,1.801,3.442,5.318,Spinning Top,55.71,4574.86064,4567.92508,6.0964,-0.10899,18.18,10.55951,WAIT,4.47,,,NEUTRAL,51.0,NEUTRAL,0.0,NEUTRAL,0.015,0.308,2026-03-31 19:29:47
2026-03-31 12:30:00,4579.35,4583.086,4577.547,4580.593,BULLISH,1.243,2.493,1.803,Spinning Top,56.38,4575.37392,4568.40758,5.77118,-0.34253,16.84,9.89011,WAIT,10.39,,,NEUTRAL,53.9,NEUTRAL,0.0,NEUTRAL,0.06,0.308,2026-03-31 19:35:18
2026-03-31 12:35:00,4583.17,4589.779,4582.323,4585.979,BULLISH,2.809,3.8,0.847,,59.84,4576.5897,4569.18663,6.05102,-0.08063,16.79,9.56556,WAIT,12.92,,,NEUTRAL,49.1,NEUTRAL,0.0,NEUTRAL,-0.015,0.308,2026-03-31 19:40:02
2026-03-31 12:40:00,4584.516,4585.99,4578.192,4578.831,BEARISH,5.685,1.474,0.639,,53.79,4576.68157,4569.51168,5.39495,-0.57135,14.58,9.32989,WAIT,8.9,,,NEUTRAL,51.6,NEUTRAL,0.0,NEUTRAL,0.025,0.308,2026-03-31 19:44:48
2026-03-31 12:45:00,4578.976,4581.37,4569.069,4569.857,BEARISH,9.119,2.394,0.788,,46.86,4576.06203,4569.53852,4.21351,-1.40674,16.23,9.78208,WAIT,6.61,,,NEUTRAL,47.3,NEUTRAL,0.0,NEUTRAL,-0.04,0.308,2026-03-31 19:49:25
2026-03-31 12:50:00,4573.113,4575.496,4569.311,4573.739,BULLISH,0.626,1.757,3.802,Spinning Top,49.66,4576.12092,4569.82574,3.72771,-1.55553,17.52,9.30247,WAIT,6.76,,,NEUTRAL,49.8,NEUTRAL,0.0,NEUTRAL,-0.005,0.28,2026-03-31 19:54:58
2026-03-31 12:55:00,4574.024,4574.683,4571.179,4572.362,BEARISH,1.662,0.659,1.183,,48.5,4575.81274,4569.94698,3.02718,-1.81223,18.64,8.52934,SELL,3.94,4580.89134,4555.30332,NEUTRAL,57.4,NEUTRAL,0.0,NEUTRAL,0.11,0.28,2026-03-31 19:59:13
2026-03-31 13:00:00,4574.941,4579.243,4567.818,4568.886,BEARISH,6.055,4.302,1.068,Bearish Engulfing,45.61,4575.37053,4570.00047,2.28587,-2.07504,18.42,9.2755,WAIT,3.15,,,NEUTRAL,48.1,NEUTRAL,0.0,NEUTRAL,-0.03,0.308,2026-03-31 20:04:37
2026-03-31 13:05:00,4569.997,4580.892,4567.895,4580.525,BULLISH,10.528,0.367,2.102,,55.0,4575.95639,4570.45472,2.51762,-1.4887,18.34,9.7717,WAIT,9.4,,,NEUTRAL,50.2,NEUTRAL,0.0,NEUTRAL,0.005,0.28,2026-03-31 20:10:27
2026-03-31 13:10:00,4581.043,4583.523,4576.897,4578.35,BEARISH,2.693,2.48,1.453,,53.01,4576.2464,4570.79146,2.47246,-1.23627,17.88,9.39306,WAIT,6.14,,,BUY,60.6,NEUTRAL,0.0,NEUTRAL,0.16,0.308,2026-03-31 20:14:53
2026-03-31 13:15:00,4581.32,4586.69,4580.5,4584.454,BULLISH,3.134,2.236,0.82,,57.83,4577.29252,4571.44288,3.03986,-0.57427,17.66,8.96599,WAIT,9.75,,,NEUTRAL,45.4,NEUTRAL,0.0,NEUTRAL,-0.07,0.28,2026-03-31 20:19:21
2026-03-31 13:20:00,4583.337,4587.942,4582.337,4583.453,BULLISH,0.116,4.489,1.0,Doji,57.12,4577.78566,4571.87295,3.11121,-0.38848,17.47,8.51786,WAIT,11.15,,,NEUTRAL,42.3,NEUTRAL,0.0,NEUTRAL,-0.115,0.28,2026-03-31 20:25:15
2026-03-31 13:25:00,4583.665,4583.729,4575.754,4575.754,BEARISH,7.911,0.064,0.0,Bearish Engulfing,49.69,4577.60061,4572.02884,2.5914,-0.72788,20.74,8.44548,WAIT,8.54,,,NEUTRAL,47.5,NEUTRAL,0.0,NEUTRAL,-0.035,0.308,2026-03-31 20:29:18
2026-03-31 13:30:00,4572.958,4578.885,4568.237,4577.952,BULLISH,4.994,0.933,4.721,,51.64,4577.3891,4572.154,2.14872,-0.90016,26.51,9.06767,WAIT,5.0,,,NEUTRAL,52.1,NEUTRAL,0.0,NEUTRAL,0.03,0.308,2026-03-31 20:34:50
2026-03-31 13:35:00,4578.331,4585.322,4572.48,4585.296,BULLISH,6.965,0.026,5.851,,57.03,4578.17255,4572.68268,2.56268,-0.39347,26.76,9.71755,WAIT,6.01,,,NEUTRAL,54.1,NEUTRAL,0.0,NEUTRAL,0.06,0.308,2026-03-31 20:40:14
2026-03-31 13:40:00,4583.454,4589.376,4583.097,4587.417,BULLISH,3.963,1.959,0.357,,58.56,4578.88943,4573.18898,2.88804,-0.03026,26.82,9.2741,WAIT,11.89,,,NEUTRAL,46.3,NEUTRAL,0.0,NEUTRAL,-0.055,0.308,2026-03-31 20:44:15
2026-03-31 13:45:00,4587.864,4589.925,4585.1,4587.342,BEARISH,0.522,2.061,2.242,Spinning Top,58.41,4579.7146,4573.75282,3.23709,0.25204,26.94,8.68089,WAIT,14.61,,,NEUTRAL,53.3,NEUTRAL,0.0,NEUTRAL,0.05,0.308,2026-03-31 20:49:39
2026-03-31 13:50:00,4589.73,4609.592,4585.161,4608.896,BULLISH,19.166,0.696,4.569,,70.21,4582.688,4575.21591,5.31728,1.83702,28.56,10.7809,BUY,27.21,4598.1151,4641.23871,NEUTRAL,49.3,NEUTRAL,0.0,NEUTRAL,-0.01,0.308,2026-03-31 20:55:06
2026-03-31 13:55:00,4606.4,4607.888,4593.039,4606.342,BEARISH,0.058,1.488,13.303,Doji,69.1,4584.73103,4576.34483,6.39194,2.36041,29.96,11.32332,WAIT,20.75,,,BUY,61.1,NEUTRAL,0.0,NEUTRAL,0.165,0.28,2026-03-31 20:59:12
2026-03-31 14:00:00,4607.305,4625.397,4605.113,4614.504,BULLISH,7.199,10.893,2.192,,72.66,4587.65875,4577.88158,8.03019,3.18527,34.1,12.70493,WAIT,23.0,,,NEUTRAL,51.9,NEUTRAL,0.0,NEUTRAL,0.03,0.308,2026-03-31 21:04:47
2026-03-31 14:05:00,4614.059,4615.767,4604.576,4607.996,BEARISH,6.063,1.708,3.42,,66.36,4589.55944,4579.04672,8.61031,3.01768,37.39,12.50307,WAIT,23.22,,,NEUTRAL,47.7,NEUTRAL,0.0,NEUTRAL,-0.035,0.308,2026-03-31 21:10:09
2026-03-31 14:10:00,4605.393,4611.258,4603.397,4608.927,BULLISH,3.534,2.331,1.996,,65.77,4591.17442,4580.11812,8.90314,2.68241,39.45,11.90574,WAIT,19.82,,,NEUTRAL,49.7,NEUTRAL,0.0,NEUTRAL,-0.005,0.308,2026-03-31 21:14:10
2026-03-31 14:15:00,4614.775,4615.105,4607.057,4612.306,BEARISH,2.469,0.33,5.249,Hanging Man,66.05,4593.69629,4581.6031,9.83121,2.81294,41.33,11.89265,WAIT,14.12,,,NEUTRAL,48.6,NEUTRAL,0.0,NEUTRAL,-0.02,0.308,2026-03-31 21:19:32
2026-03-31 14:20:00,4611.677,4615.429,4602.73,4614.549,BULLISH,2.872,0.88,8.947,Hammer,66.87,4595.63254,4582.87336,10.22026,2.56895,40.04,12.00016,WAIT,14.22,,,NEUTRAL,51.4,NEUTRAL,0.0,NEUTRAL,0.02,0.308,2026-03-31 21:24:52
2026-03-31 14:25:00,4612.523,4619.324,4605.998,4618.5,BULLISH,5.977,0.824,6.525,,68.73,4597.65857,4584.20409,10.65131,2.42249,40.1,12.17694,WAIT,8.91,,,NEUTRAL,50.3,NEUTRAL,0.0,NEUTRAL,0.005,0.308,2026-03-31 21:30:17
2026-03-31 14:30:00,4618.854,4626.792,4614.854,4625.177,BULLISH,6.323,1.615,4.0,,71.55,4600.30221,4585.82086,11.52673,2.63495,40.15,12.14508,WAIT,20.14,,,NEUTRAL,51.6,NEUTRAL,0.0,NEUTRAL,0.025,0.308,2026-03-31 21:34:17
2026-03-31 14:35:00,4620.787,4622.517,4608.113,4610.533,BEARISH,10.254,1.73,2.42,Bearish Engulfing,60.22,4600.88899,4586.62049,10.61947,1.43956,40.89,12.8387,WAIT,20.31,,,NEUTRAL,47.9,NEUTRAL,0.0,NEUTRAL,-0.03,0.308,2026-03-31 21:39:37
2026-03-31 14:40:00,4608.897,4611.924,4604.028,4605.613,BEARISH,3.284,3.027,1.585,,56.31,4601.20576,4587.30708,9.58111,0.34068,37.62,12.18013,WAIT,15.87,,,NEUTRAL,52.9,NEUTRAL,0.0,NEUTRAL,0.045,0.308,2026-03-31 21:45:00
2026-03-31 14:45:00,4607.826,4611.009,4604.604,4606.398,BEARISH,1.428,3.183,1.794,Spinning Top,56.84,4601.88363,4588.13592,8.94865,-0.26059,34.8,11.41012,WAIT,10.85,,,NEUTRAL,46.6,NEUTRAL,0.0,NEUTRAL,-0.05,0.308,2026-03-31 21:49:02
2026-03-31 14:50:00,4601.683,4605.322,4601.07,4604.817,BULLISH,3.134,0.505,0.613,,55.24,4601.76576,4588.61639,7.8081,-1.06207,29.45,10.94335,WAIT,5.87,,,NEUTRAL,50.8,NEUTRAL,0.0,NEUTRAL,0.01,0.308,2026-03-31 21:54:28
2026-03-31 14:55:00,4605.559,4605.559,4594.738,4599.751,BEARISH,5.808,0.0,5.013,,51.21,4601.63963,4589.08179,6.75652,-1.70066,27.51,11.17631,SELL,2.36,4610.92731,4577.39837,NEUTRAL,47.7,NEUTRAL,0.0,NEUTRAL,-0.035,0.308,2026-03-31 22:00:00
2026-03-31 15:00:00,4599.083,4613.441,4599.083,4610.681,BULLISH,11.598,2.76,0.0,,57.93,4602.42729,4589.89671,6.62738,-1.45297,25.11,11.62507,WAIT,8.56,,,NEUTRAL,48.0,NEUTRAL,0.0,NEUTRAL,-0.03,0.308,2026-03-31 22:04:05
2026-03-31 15:05:00,4613.132,4618.892,4611.913,4613.235,BULLISH,0.103,5.657,1.219,Doji,59.25,4603.67279,4590.90647,6.86219,-1.00655,23.91,11.17939,BUY,11.26,4602.05561,4646.77317,NEUTRAL,42.7,NEUTRAL,0.0,NEUTRAL,-0.11,0.308,2026-03-31 22:09:29
2026-03-31 15:10:00,4614.583,4623.425,4613.559,4622.384,BULLISH,7.801,1.041,1.024,,63.87,4605.55554,4592.18493,7.61298,-0.21952,24.03,11.00427,BUY,6.99,4611.37973,4644.39254,NEUTRAL,53.0,NEUTRAL,0.0,NEUTRAL,0.045,0.308,2026-03-31 22:14:53
2026-03-31 15:15:00,4622.789,4625.327,4615.816,4619.492,BEARISH,3.297,2.538,3.676,,61.37,4606.91092,4593.26808,7.83077,-0.00555,24.46,10.87265,WAIT,12.73,,,NEUTRAL,42.5,NEUTRAL,0.0,NEUTRAL,-0.115,0.308,2026-03-31 22:20:15
2026-03-31 15:20:00,4619.629,4619.629,4613.325,4616.588,BEARISH,3.041,0.0,3.263,,58.98,4607.85624,4594.19295,7.67706,-0.13092,23.18,10.2819,WAIT,12.35,,,NEUTRAL,46.0,NEUTRAL,0.0,NEUTRAL,-0.06,0.308,2026-03-31 22:24:15
2026-03-31 15:25:00,4619.027,4619.407,4607.857,4611.253,BEARISH,7.774,0.38,3.396,,54.65,4608.39542,4594.95628,7.18054,-0.5339,20.91,10.45098,WAIT,6.17,,,NEUTRAL,54.5,NEUTRAL,0.0,NEUTRAL,0.07,0.308,2026-03-31 22:29:40
2026-03-31 15:30:00,4610.172,4613.567,4607.017,4613.029,BULLISH,2.857,0.538,3.155,,55.67,4608.7527,4595.62828,6.63488,-0.8512,19.34,9.93085,WAIT,5.59,,,NEUTRAL,57.8,NEUTRAL,0.0,NEUTRAL,0.115,0.28,2026-03-31 22:35:03
2026-03-31 15:35:00,4614.078,4618.928,4613.894,4616.98,BULLISH,2.902,1.948,0.184,,58.06,4609.63241,4596.50765,6.57662,-0.74182,17.98,9.34473,WAIT,5.34,,,NEUTRAL,52.9,NEUTRAL,0.0,NEUTRAL,0.045,0.308,2026-03-31 22:39:05
2026-03-31 15:40:00,4619.44,4621.408,4616.439,4620.196,BULLISH,0.756,1.212,3.001,Spinning Top,59.87,4610.86156,4597.53415,6.80227,-0.44597,16.79,8.87084,WAIT,12.03,,,NEUTRAL,49.6,NEUTRAL,0.0,NEUTRAL,-0.005,0.308,2026-03-31 22:44:25
2026-03-31 15:45:00,4620.672,4622.305,4615.864,4617.38,BEARISH,3.292,1.633,1.516,Bearish Engulfing,57.28,4611.517,4598.32756,6.53986,-0.57184,15.06,8.54686,WAIT,11.06,,,NEUTRAL,49.4,NEUTRAL,0.0,NEUTRAL,-0.01,0.308,2026-03-31 22:49:47
2026-03-31 15:50:00,4615.803,4623.609,4614.961,4617.974,BULLISH,2.171,5.635,0.842,Inverted Hammer,57.43,4612.00675,4599.04327,6.19251,-0.71681,13.6,8.56035,WAIT,11.98,,,NEUTRAL,43.9,NEUTRAL,0.0,NEUTRAL,-0.09,0.28,2026-03-31 22:55:12
2026-03-31 15:55:00,4618.079,4619.183,4607.949,4611.395,BEARISH,6.684,1.104,3.446,,51.92,4611.97089,4599.53744,5.4318,-1.18533,15.69,8.91684,WAIT,12.6,,,NEUTRAL,54.7,NEUTRAL,0.0,NEUTRAL,0.07,0.28,2026-03-31 22:59:13
2026-03-31 16:00:00,4609.528,4618.579,4607.908,4614.768,BULLISH,5.24,3.811,1.62,,54.19,4612.08141,4600.06656,4.91531,-1.33837,17.52,9.15072,WAIT,5.68,,,NEUTRAL,49.3,NEUTRAL,0.0,NEUTRAL,-0.01,0.308,2026-03-31 23:04:31
2026-03-31 16:05:00,4614.069,4618.723,4613.265,4618.157,BULLISH,4.088,0.566,0.804,,56.46,4612.59351,4600.7469,4.7905,-1.16069,19.1,8.65836,BUY,8.79,4609.49864,4644.13208,NEUTRAL,54.8,NEUTRAL,0.0,NEUTRAL,0.07,0.308,2026-03-31 23:09:56
2026-03-31 16:10:00,4619.34,4619.93,4606.87,4611.246,BEARISH,8.094,0.59,4.376,Bearish Engulfing,50.92,4612.56169,4601.20083,4.20404,-1.41201,23.39,9.34462,WAIT,7.13,,,NEUTRAL,50.6,NEUTRAL,0.0,NEUTRAL,0.01,0.308,2026-03-31 23:15:15
2026-03-31 16:15:00,4611.978,4618.881,4611.91,4614.764,BULLISH,2.786,4.117,0.068,,53.35,4612.84347,4601.76422,3.95879,-1.33648,27.11,9.02814,WAIT,12.47,,,NEUTRAL,54.9,NEUTRAL,0.0,NEUTRAL,0.075,0.308,2026-03-31 23:20:15
2026-03-31 16:20:00,4614.664,4615.999,4609.246,4612.729,BEARISH,1.935,1.335,3.483,Spinning Top,51.74,4612.82912,4602.1927,3.50447,-1.43213,31.28,8.72479,WAIT,14.96,,,BUY,64.4,NEUTRAL,0.0,NEUTRAL,0.215,0.28,2026-03-31 23:24:14
2026-03-31 16:25:00,4617.902,4618.629,4614.809,4617.65,BEARISH,0.252,0.727,2.841,Doji,55.3,4613.72495,4602.98982,3.81579,-0.96133,34.9,8.32215,WAIT,9.25,,,NEUTRAL,52.4,NEUTRAL,0.0,NEUTRAL,0.035,0.308,2026-03-31 23:29:33
2026-03-31 16:30:00,4617.63,4619.168,4615.794,4615.9,BEARISH,1.73,1.538,0.106,,53.71,4613.92555,4603.49324,3.55519,-0.97658,38.03,7.6624,WAIT,15.53,,,NEUTRAL,50.3,NEUTRAL,0.0,NEUTRAL,0.005,0.308,2026-03-31 23:35:17
2026-03-31 16:35:00,4616.626,4627.003,4614.914,4622.484,BULLISH,5.858,4.519,1.712,Bullish Engulfing,58.71,4614.80802,4604.26744,3.88863,-0.52449,33.59,8.25284,WAIT,16.49,,,NEUTRAL,51.5,NEUTRAL,0.0,NEUTRAL,0.02,0.308,2026-03-31 23:39:35
2026-03-31 16:40:00,4632.86,4651.616,4632.007,4639.736,BULLISH,6.876,11.88,0.853,Inverted Hammer,67.96,4618.06775,4606.04562,6.06593,1.19107,39.89,10.5262,BUY,21.87,4629.2098,4671.31459,NEUTRAL,50.0,NEUTRAL,0.0,NEUTRAL,0.0,0.396,2026-03-31 23:45:18
2026-03-31 16:45:00,4641.432,4646.291,4630.991,4635.168,BEARISH,6.264,4.859,4.177,,63.1,4619.82896,4607.24566,6.79069,1.51302,42.0,11.1627,WAIT,18.72,,,NEUTRAL,51.0,NEUTRAL,0.0,NEUTRAL,0.015,0.308,2026-03-31 23:49:26
2026-03-31 16:50:00,4641.085,4650.262,4634.942,4638.83,BEARISH,2.255,9.177,3.888,Spinning Top,66.14,4622.15352,4608.70942,7.84514,1.9777,44.48,11.71701,WAIT,18.69,,,NEUTRAL,46.9,NEUTRAL,0.0,NEUTRAL,-0.045,0.28,2026-03-31 23:55:13
2026-03-31 16:55:00,4637.403,4643.444,4635.489,4641.447,BULLISH,4.044,1.997,1.914,,66.84,4623.86286,4609.93722,8.32555,1.98547,46.64,11.21541,WAIT,19.45,,,NEUTRAL,49.3,NEUTRAL,0.0,NEUTRAL,-0.01,0.308,2026-03-31 23:59:18
2026-03-31 17:00:00,4638.314,4654.828,4638.144,4653.249,BULLISH,14.935,1.579,0.17,,72.15,4626.38606,4611.51527,9.44457,2.52439,50.08,11.94455,BUY,15.86,4641.30445,4689.08266,NEUTRAL,53.1,NEUTRAL,0.0,NEUTRAL,0.045,0.308,2026-04-01 00:04:46
2026-03-31 17:05:00,4647.901,4648.935,4640.028,4648.56,BULLISH,0.659,0.375,7.873,Hammer,70.32,4628.02679,4612.76202,9.7027,2.2958,53.22,11.65048,WAIT,17.92,,,NEUTRAL,48.5,NEUTRAL,0.0,NEUTRAL,-0.02,0.308,2026-04-01 00:09:30
2026-03-31 17:10:00,4639.171,4645.229,4636.421,4643.601,BULLISH,4.43,1.628,2.75,,64.11,4628.70825,4613.6208,9.16737,1.52714,54.01,11.68898,WAIT,16.91,,,NEUTRAL,51.0,NEUTRAL,0.0,NEUTRAL,0.015,0.308,2026-04-01 00:14:47
2026-03-31 17:15:00,4642.934,4645.708,4640.61,4644.6,BULLISH,1.666,1.108,2.324,,64.66,4630.16928,4614.81272,9.26722,1.30936,55.39,10.82255,WAIT,18.38,,,NEUTRAL,53.3,NEUTRAL,0.0,NEUTRAL,0.05,0.396,2026-04-01 00:20:29
2026-03-31 17:20:00,4647.919,4654.803,4643.953,4654.592,BULLISH,6.673,0.211,3.966,,69.37,4632.77599,4616.49545,10.27565,1.81265,57.53,11.20893,WAIT,19.0,,,NEUTRAL,47.8,NEUTRAL,0.0,NEUTRAL,-0.035,0.308,2026-04-01 00:24:46
2026-03-31 17:25:00,4650.232,4651.864,4642.61,4648.568,BEARISH,1.664,1.632,5.958,Spinning Top,65.7,4633.908,4617.59054,9.99857,1.28356,59.05,11.3266,WAIT,16.76,,,NEUTRAL,53.7,NEUTRAL,0.0,NEUTRAL,0.055,0.28,2026-04-01 00:30:13
2026-03-31 17:30:00,4648.486,4657.466,4648.159,4654.842,BULLISH,6.356,2.624,0.327,Bullish Engulfing,68.92,4635.90439,4619.05255,10.43975,1.37939,60.83,11.05732,WAIT,20.2,,,NEUTRAL,52.1,NEUTRAL,0.0,NEUTRAL,0.03,0.308,2026-04-01 00:34:18
2026-03-31 17:35:00,4658.588,4660.932,4645.188,4650.793,BEARISH,7.795,2.344,5.605,,62.97,4637.67055,4620.44953,10.59039,1.17245,60.47,11.84595,WAIT,17.0,,,NEUTRAL,55.9,NEUTRAL,0.0,NEUTRAL,0.09,0.308,2026-04-01 00:39:47
2026-03-31 17:40:00,4651.253,4664.086,4650.859,4659.244,BULLISH,7.991,4.842,0.394,,67.14,4639.75326,4621.98316,11.02939,1.285,60.01,12.03009,WAIT,4.95,,,NEUTRAL,53.2,NEUTRAL,0.0,NEUTRAL,0.05,0.308,2026-04-01 00:45:05
2026-03-31 17:45:00,4660.171,4666.397,4658.238,4660.787,BULLISH,0.616,5.61,1.933,Doji,67.81,4641.84807,4623.54493,11.41583,1.32358,59.61,11.51395,WAIT,17.14,,,NEUTRAL,47.5,NEUTRAL,0.0,NEUTRAL,-0.035,0.308,2026-04-01 00:49:26
2026-03-31 17:50:00,4662.456,4667.367,4659.872,4662.132,BEARISH,0.324,4.911,2.26,Doji,68.24,4643.91877,4625.11889,11.72864,1.28854,59.27,10.97809,WAIT,17.14,,,NEUTRAL,51.3,NEUTRAL,0.0,NEUTRAL,0.02,0.308,2026-04-01 00:54:18
2026-03-31 17:55:00,4661.714,4662.058,4653.404,4655.805,BEARISH,5.909,0.344,2.401,,62.15,4645.01969,4626.30866,11.21236,0.62242,53.33,10.66821,WAIT,21.1,,,NEUTRAL,48.5,NEUTRAL,0.0,NEUTRAL,-0.02,0.308,2026-04-01 00:59:37
2026-03-31 18:00:00,4654.663,4660.814,4653.59,4656.306,BULLISH,1.643,4.508,1.073,Spinning Top,62.11,4645.99962,4627.44351,10.67475,0.08191,48.17,10.20898,WAIT,21.16,,,NEUTRAL,47.7,NEUTRAL,0.0,NEUTRAL,-0.035,0.308,2026-04-01 01:07:17
2026-03-31 18:05:00,4654.739,4660.549,4653.591,4660.155,BULLISH,5.416,0.394,1.148,Tweezer Bottom,64.34,4647.2116,4628.66678,10.4105,-0.12571,43.71,9.77552,WAIT,15.96,,,NEUTRAL,49.9,NEUTRAL,0.0,NEUTRAL,0.0,0.308,2026-04-01 01:10:31
2026-03-31 18:10:00,4664.911,4668.887,4660.338,4664.369,BEARISH,0.542,3.976,4.031,Doji,66.05,4649.27424,4630.25428,10.82608,0.16842,45.96,10.48628,WAIT,16.19,,,NEUTRAL,55.4,NEUTRAL,0.0,NEUTRAL,0.08,0.28,2026-04-01 01:14:45
2026-03-31 18:15:00,4665.57,4668.76,4663.832,4667.833,BULLISH,2.263,0.927,1.738,,68.16,4651.13989,4631.77087,11.06392,0.31046,45.07,9.74517,WAIT,21.93,,,NEUTRAL,43.8,NEUTRAL,0.0,NEUTRAL,-0.095,0.308,2026-04-01 01:19:39
2026-03-31 18:20:00,4665.935,4668.437,4663.461,4664.689,BEARISH,1.246,2.502,1.228,Bearish Engulfing,65.84,4652.26113,4632.98781,10.68128,-0.03268,43.89,9.10928,WAIT,16.98,,,NEUTRAL,52.4,NEUTRAL,0.0,NEUTRAL,0.035,0.308,2026-04-01 01:26:59
2026-03-31 18:25:00,4663.985,4665.357,4659.921,4664.769,BULLISH,0.784,0.588,4.064,Spinning Top,65.52,4653.38437,4634.20441,10.34024,-0.28891,38.82,8.69312,WAIT,15.18,,,NEUTRAL,47.3,NEUTRAL,0.0,NEUTRAL,-0.04,0.28,2026-04-01 01:31:06
2026-03-31 18:30:00,4664.197,4666.644,4661.552,4663.397,BEARISH,0.8,2.447,1.845,Spinning Top,64.15,4654.29409,4635.33004,9.86373,-0.60584,35.0,8.3766,WAIT,13.74,,,NEUTRAL,56.3,NEUTRAL,0.0,NEUTRAL,0.095,0.308,2026-04-01 01:36:04
2026-03-31 18:35:00,4661.595,4671.003,4659.77,4670.469,BULLISH,8.874,0.534,1.825,,67.62,4655.67188,4636.6369,9.85766,-0.46543,34.6,8.79801,WAIT,4.85,,,NEUTRAL,52.3,NEUTRAL,0.0,NEUTRAL,0.035,0.308,2026-04-01 01:39:06
2026-03-31 18:40:00,4670.004,4670.282,4664.213,4665.306,BEARISH,4.698,0.278,1.093,,62.1,4656.55133,4637.74453,9.41948,-0.71725,34.35,8.44581,WAIT,8.8,,,NEUTRAL,47.7,NEUTRAL,0.0,NEUTRAL,-0.035,0.28,2026-04-01 01:44:36
