<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.04.07	02:00:00	3038.383	3055.804	3024.274	3025.844	37142	0	159
2025.04.07	03:00:00	3025.820	3034.109	3017.067	3018.926	22881	0	159
2025.04.07	04:00:00	3018.955	3035.700	3018.955	3035.470	14227	0	159
2025.04.07	05:00:00	3035.425	3044.629	3024.900	3032.008	20508	0	159
2025.04.07	06:00:00	3031.952	3033.584	3016.693	3029.858	29325	0	159
2025.04.07	07:00:00	3029.887	3030.798	3013.200	3018.569	37818	0	159
2025.04.07	08:00:00	3018.537	3035.525	3017.685	3031.228	24141	0	159
2025.04.07	09:00:00	3031.187	3033.497	3019.551	3025.163	20101	0	159
2025.04.07	10:00:00	3025.192	3036.473	3024.100	3031.415	21894	0	159
2025.04.07	11:00:00	3031.372	3046.148	3030.217	3031.270	24750	0	159
2025.04.07	12:00:00	3031.296	3032.915	3014.710	3031.107	37140	0	159
2025.04.07	13:00:00	3031.079	3034.213	3002.122	3015.480	49867	0	159
2025.04.07	14:00:00	3015.431	3038.036	2996.453	2999.271	75781	0	159
2025.04.07	15:00:00	2999.309	3004.853	2979.810	2987.544	42436	0	159
2025.04.07	16:00:00	2987.452	2987.862	2969.834	2970.538	26168	0	159
2025.04.07	17:00:00	2970.570	2975.217	2956.374	2970.050	35100	0	159
2025.04.07	18:00:00	2970.085	2976.717	2964.000	2965.824	16996	0	159
2025.04.07	19:00:00	2965.778	2982.104	2965.320	2976.636	16450	0	159
2025.04.07	20:00:00	2976.590	2986.197	2969.884	2982.355	8257	0	159
2025.04.07	22:00:00	2982.102	2988.669	2980.898	2986.678	6987	0	159
2025.04.07	23:00:00	2986.678	2987.403	2978.548	2981.328	7475	0	159
2025.04.08	00:00:00	2981.363	2992.659	2980.306	2985.399	15654	0	159
2025.04.08	01:00:00	2985.357	3003.183	2983.566	2999.716	27869	0	159
2025.04.08	02:00:00	2999.810	3004.876	2998.272	3000.820	13765	0	159
2025.04.08	03:00:00	3000.829	3001.065	2993.045	2994.741	12456	0	159
2025.04.08	04:00:00	2994.716	3002.901	2990.880	3002.229	10565	0	159
2025.04.08	05:00:00	3002.197	3008.360	2999.422	3005.599	13234	0	159
2025.04.08	06:00:00	3005.626	3015.779	3002.419	3013.250	18463	0	159
2025.04.08	07:00:00	3013.276	3013.914	3001.943	3003.607	20410	0	159
2025.04.08	08:00:00	3003.579	3009.322	3001.201	3007.426	10898	0	159
2025.04.08	09:00:00	3007.384	3007.814	2994.793	3006.824	13167	0	159
2025.04.08	10:00:00	3006.862	3010.283	3004.096	3008.971	8529	0	159
2025.04.08	11:00:00	3008.952	3019.502	3008.603	3017.379	9972	0	159
2025.04.08	12:00:00	3017.467	3019.434	3002.358	3002.581	17461	0	159
2025.04.08	13:00:00	3002.573	3022.746	3002.544	3010.414	27455	0	159
2025.04.08	14:00:00	3010.319	3018.218	3005.852	3006.181	20322	0	159
2025.04.08	15:00:00	3006.215	3012.420	3001.241	3001.545	14115	0	159
2025.04.08	16:00:00	3001.596	3001.596	2984.324	2986.021	16600	0	159
2025.04.08	17:00:00	2986.062	2987.415	2974.596	2985.158	18402	0	159
2025.04.08	18:00:00	2985.048	2992.374	2979.367	2983.636	11721	0	159
2025.04.08	19:00:00	2983.598	2987.555	2976.648	2984.959	9953	0	159
2025.04.08	20:00:00	2984.996	2986.549	2977.139	2982.305	5471	0	159
2025.04.08	22:00:00	2984.367	2985.446	2980.131	2981.925	5223	0	159
2025.04.08	23:00:00	2981.963	2990.888	2969.978	2978.367	11136	0	159
2025.04.09	00:00:00	2978.398	2987.058	2974.780	2980.350	18222	0	159
2025.04.09	01:00:00	2980.393	3009.873	2972.466	3008.771	32554	0	159
2025.04.09	02:00:00	3008.715	3011.285	2999.895	3002.965	15855	0	159
2025.04.09	03:00:00	3002.944	3009.809	3002.555	3004.464	11935	0	159
2025.04.09	04:00:00	3004.464	3014.175	2999.507	3012.407	14392	0	159
2025.04.09	05:00:00	3012.370	3020.536	3005.502	3015.450	18184	0	159
2025.04.09	06:00:00	3015.489	3040.962	3014.561	3039.063	22918	0	159
2025.04.09	07:00:00	3039.105	3052.375	3034.366	3041.091	21268	0	159
2025.04.09	08:00:00	3041.050	3051.233	3038.050	3044.052	14581	0	159
2025.04.09	09:00:00	3043.951	3049.693	3038.522	3045.013	11248	0	159
2025.04.09	10:00:00	3045.008	3046.980	3038.209	3042.884	12024	0	159
2025.04.09	11:00:00	3042.910	3068.113	3036.074	3066.596	27722	0	159
2025.04.09	12:00:00	3066.641	3073.082	3042.626	3047.418	29359	0	159
2025.04.09	13:00:00	3047.446	3077.986	3047.281	3075.372	33390	0	159
2025.04.09	14:00:00	3075.336	3084.662	3068.386	3070.576	21575	0	159
2025.04.09	15:00:00	3070.480	3087.773	3065.334	3086.288	15899	0	159
2025.04.09	16:00:00	3086.330	3094.776	3082.707	3092.332	12184	0	159
2025.04.09	17:00:00	3092.444	3099.081	3051.123	3059.983	46241	0	159
2025.04.09	18:00:00	3059.942	3073.508	3048.521	3067.141	29159	0	159
2025.04.09	19:00:00	3067.216	3099.673	3064.255	3093.574	22337	0	159
2025.04.09	20:00:00	3093.620	3095.551	3078.164	3083.131	9274	0	159
2025.04.09	22:00:00	3080.368	3089.976	3071.426	3080.057	8936	0	159
2025.04.09	23:00:00	3080.052	3089.022	3079.567	3086.784	8590	0	159
2025.04.10	00:00:00	3086.745	3101.463	3081.310	3097.195	16625	0	159
2025.04.10	01:00:00	3097.171	3100.600	3078.431	3094.115	23931	0	159
2025.04.10	02:00:00	3094.069	3120.381	3093.928	3119.296	22546	0	159
2025.04.10	03:00:00	3119.256	3131.834	3115.318	3125.408	14798	0	159
2025.04.10	04:00:00	3125.386	3129.434	3121.164	3125.325	8846	0	159
2025.04.10	05:00:00	3125.346	3132.616	3112.716	3122.424	12127	0	159
2025.04.10	06:00:00	3122.387	3126.345	3118.922	3122.117	12307	0	159
2025.04.10	07:00:00	3122.135	3123.528	3106.551	3108.703	15955	0	159
2025.04.10	08:00:00	3108.704	3115.778	3104.686	3105.075	14018	0	159
2025.04.10	09:00:00	3105.075	3118.084	3103.182	3116.574	11182	0	159
2025.04.10	10:00:00	3116.599	3122.649	3114.358	3119.767	10691	0	159
2025.04.10	11:00:00	3119.793	3125.650	3113.208	3124.648	12315	0	159
2025.04.10	12:00:00	3124.677	3133.993	3116.335	3123.114	22813	0	159
2025.04.10	13:00:00	3123.139	3136.625	3116.011	3116.997	26676	0	159
2025.04.10	14:00:00	3116.956	3154.884	3116.823	3154.647	27971	0	159
2025.04.10	15:00:00	3154.621	3174.993	3154.437	3157.982	23041	0	159
2025.04.10	16:00:00	3157.950	3167.312	3153.956	3158.563	22182	0	159
2025.04.10	17:00:00	3158.538	3165.573	3151.517	3162.772	14746	0	159
2025.04.10	18:00:00	3162.748	3175.692	3157.989	3173.326	11669	0	159
2025.04.10	19:00:00	3173.397	3176.415	3168.036	3170.773	10874	0	159
2025.04.10	20:00:00	3170.749	3176.430	3168.437	3175.690	5490	0	159
2025.04.10	22:00:00	3177.764	3190.332	3176.372	3188.888	9162	0	159
2025.04.10	23:00:00	3188.926	3191.341	3183.107	3188.972	8934	0	159
2025.04.11	00:00:00	3188.993	3217.907	3184.783	3205.600	26736	0	159
2025.04.11	01:00:00	3205.550	3219.465	3200.992	3207.168	31247	0	159
2025.04.11	02:00:00	3207.209	3219.899	3205.981	3217.388	16449	0	159
2025.04.11	03:00:00	3217.354	3220.137	3214.168	3217.686	10953	0	159
2025.04.11	04:00:00	3217.693	3218.141	3208.438	3208.601	9100	0	159
2025.04.11	05:00:00	3208.581	3219.286	3187.187	3195.822	24398	0	159
2025.04.11	06:00:00	3195.798	3209.574	3190.225	3197.219	22752	0	159
2025.04.11	07:00:00	3197.240	3213.101	3193.912	3212.406	17178	0	159
2025.04.11	08:00:00	3212.430	3227.497	3208.510	3216.002	21924	0	159
2025.04.11	09:00:00	3215.984	3230.153	3211.935	3227.763	15510	0	159
2025.04.11	10:00:00	3227.741	3237.840	3210.102	3212.644	18530	0	159
2025.04.11	11:00:00	3212.629	3224.701	3211.463	3213.872	17667	0	159
2025.04.11	12:00:00	3213.910	3233.991	3211.033	3233.669	21772	0	159
2025.04.11	13:00:00	3233.650	3244.158	3219.568	3224.124	31604	0	159
2025.04.11	14:00:00	3224.082	3237.815	3222.909	3230.264	27856	0	159
2025.04.11	15:00:00	3230.226	3242.093	3229.404	3240.577	15727	0	159
2025.04.11	16:00:00	3240.602	3245.436	3219.561	3223.263	16052	0	159
2025.04.11	17:00:00	3223.318	3235.584	3223.318	3233.951	15015	0	159
2025.04.11	18:00:00	3234.014	3238.340	3231.183	3235.738	8523	0	159
2025.04.11	19:00:00	3235.711	3235.711	3227.462	3231.084	9191	0	159
2025.04.11	20:00:00	3231.057	3238.974	3230.864	3237.519	5154	0	159
2025.04.13	22:00:00	3220.460	3224.786	3213.589	3221.291	10080	0	159
2025.04.13	23:00:00	3221.333	3224.524	3216.864	3223.733	9584	0	159
2025.04.14	00:00:00	3223.699	3227.234	3219.172	3221.016	9713	0	159
2025.04.14	01:00:00	3220.968	3243.577	3215.380	3239.702	22008	0	159
2025.04.14	02:00:00	3239.673	3245.757	3229.538	3232.003	14181	0	159
2025.04.14	03:00:00	3232.001	3234.741	3226.909	3232.444	8771	0	159
2025.04.14	04:00:00	3232.445	3235.800	3226.162	3227.431	7230	0	159
2025.04.14	05:00:00	3227.390	3236.043	3221.386	3234.408	10699	0	159
2025.04.14	06:00:00	3234.383	3238.198	3228.861	3231.059	11565	0	159
2025.04.14	07:00:00	3231.086	3233.697	3224.730	3228.013	10061	0	159
2025.04.14	08:00:00	3227.973	3230.070	3216.549	3227.023	14170	0	159
2025.04.14	09:00:00	3226.948	3231.724	3220.894	3223.843	10925	0	159
2025.04.14	10:00:00	3223.889	3224.717	3206.301	3215.266	15797	0	159
2025.04.14	11:00:00	3215.235	3225.796	3213.940	3223.359	11016	0	159
2025.04.14	12:00:00	3223.332	3227.712	3200.468	3206.788	20405	0	159
2025.04.14	13:00:00	3206.744	3210.684	3193.552	3204.628	31068	0	159
2025.04.14	14:00:00	3204.560	3215.725	3200.381	3211.223	8956	0	159
2025.04.14	15:00:00	3211.136	3211.192	3196.298	3198.051	15284	0	159
2025.04.14	16:00:00	3198.089	3208.308	3197.637	3207.562	9891	0	159
2025.04.14	17:00:00	3207.493	3216.602	3207.018	3214.045	9029	0	159
2025.04.14	18:00:00	3214.138	3214.854	3201.353	3208.110	7286	0	159
2025.04.14	19:00:00	3208.078	3213.054	3207.726	3212.699	6356	0	159
2025.04.14	20:00:00	3212.745	3213.821	3207.342	3210.376	3875	0	159
2025.04.14	22:00:00	3211.990	3215.225	3210.766	3212.216	3648	0	160
2025.04.14	23:00:00	3212.205	3214.228	3210.457	3212.626	3913	0	159
2025.04.15	00:00:00	3212.601	3215.200	3210.772	3211.862	6213	0	159
2025.04.15	01:00:00	3211.827	3225.980	3210.002	3223.662	13316	0	159
2025.04.15	02:00:00	3223.705	3225.053	3218.719	3224.349	7912	0	159
2025.04.15	03:00:00	3224.283	3228.936	3223.275	3228.304	7534	0	159
2025.04.15	04:00:00	3228.345	3232.704	3226.823	3231.835	5621	0	159
2025.04.15	05:00:00	3231.810	3232.163	3220.790	3224.644	8670	0	159
2025.04.15	06:00:00	3224.685	3228.756	3223.179	3225.109	7336	0	159
2025.04.15	07:00:00	3225.150	3226.511	3217.361	3225.671	9661	0	159
2025.04.15	08:00:00	3225.623	3232.171	3224.317	3227.693	10953	0	159
2025.04.15	09:00:00	3227.657	3230.082	3221.085	3222.496	6626	0	159
2025.04.15	10:00:00	3222.569	3226.895	3219.590	3220.173	6426	0	159
2025.04.15	11:00:00	3220.180	3224.100	3216.776	3220.164	7494	0	159
2025.04.15	12:00:00	3220.192	3226.154	3214.266	3221.465	11196	0	159
2025.04.15	13:00:00	3221.497	3226.364	3211.555	3213.122	13758	0	159
2025.04.15	14:00:00	3213.147	3226.933	3213.147	3222.683	15179	0	159
2025.04.15	15:00:00	3222.682	3224.055	3217.082	3221.371	7629	0	159
2025.04.15	16:00:00	3221.394	3223.353	3219.486	3221.473	5397	0	159
2025.04.15	17:00:00	3221.414	3230.740	3220.338	3228.017	5970	0	159
2025.04.15	18:00:00	3228.054	3229.702	3225.700	3229.074	5133	0	159
2025.04.15	19:00:00	3229.075	3231.877	3226.206	3229.793	5057	0	160
2025.04.15	20:00:00	3229.860	3233.674	3226.453	3229.808	4049	0	159
2025.04.15	22:00:00	3230.842	3242.210	3229.896	3241.366	5177	0	159
2025.04.15	23:00:00	3241.430	3251.826	3238.334	3251.780	8560	0	159
2025.04.16	00:00:00	3251.804	3268.064	3251.590	3264.500	15961	0	159
2025.04.16	01:00:00	3264.473	3275.104	3256.014	3270.223	18945	0	159
2025.04.16	02:00:00	3270.216	3275.400	3266.956	3267.764	10331	0	159
2025.04.16	03:00:00	3267.644	3281.750	3266.161	3281.401	9361	0	159
2025.04.16	04:00:00	3281.401	3287.653	3269.290	3283.733	10012	0	159
2025.04.16	05:00:00	3283.702	3291.760	3283.675	3289.714	9866	0	160
2025.04.16	06:00:00	3289.736	3295.042	3285.914	3291.759	11291	0	159
2025.04.16	07:00:00	3291.768	3300.663	3291.262	3300.433	13611	0	159
2025.04.16	08:00:00	3300.386	3317.821	3288.550	3307.048	23054	0	159
2025.04.16	09:00:00	3307.092	3310.906	3300.064	3303.581	11117	0	159
2025.04.16	10:00:00	3303.607	3306.814	3299.598	3304.074	8019	0	159
2025.04.16	11:00:00	3304.175	3313.748	3293.164	3306.842	16102	0	159
2025.04.16	12:00:00	3306.798	3313.432	3302.406	3307.327	14985	0	159
2025.04.16	13:00:00	3307.359	3316.474	3296.871	3311.615	20602	0	159
2025.04.16	14:00:00	3311.665	3319.620	3306.147	3308.425	21042	0	159
2025.04.16	15:00:00	3308.479	3328.141	3305.222	3325.328	16307	0	159
2025.04.16	16:00:00	3325.216	3333.019	3321.409	3327.249	12352	0	159
2025.04.16	17:00:00	3327.277	3332.840	3324.413	3328.006	10984	0	159
2025.04.16	18:00:00	3328.122	3340.726	3326.395	3338.310	10159	0	159
2025.04.16	19:00:00	3338.399	3342.462	3335.916	3336.694	8865	0	159
2025.04.16	20:00:00	3336.720	3342.701	3334.437	3342.198	5832	0	159
2025.04.16	22:00:00	3343.801	3357.738	3343.035	3351.033	8914	0	159
2025.04.16	23:00:00	3351.072	3353.443	3346.918	3350.133	7707	0	159
2025.04.17	00:00:00	3350.168	3351.299	3342.027	3345.459	12347	0	159
2025.04.17	01:00:00	3345.419	3356.316	3320.801	3323.912	34717	0	159
2025.04.17	02:00:00	3323.888	3340.650	3321.086	3340.420	17609	0	159
2025.04.17	03:00:00	3340.392	3344.596	3337.371	3344.538	10348	0	159
2025.04.17	04:00:00	3344.490	3344.514	3337.863	3341.502	8274	0	159
2025.04.17	05:00:00	3341.531	3345.445	3328.403	3329.429	10560	0	159
2025.04.17	06:00:00	3329.456	3332.994	3325.204	3328.931	15009	0	159
2025.04.17	07:00:00	3328.899	3330.089	3314.279	3323.323	17939	0	159
2025.04.17	08:00:00	3323.360	3324.920	3312.657	3324.206	11151	0	159
2025.04.17	09:00:00	3324.234	3326.921	3320.607	3321.613	8440	0	159
2025.04.17	10:00:00	3321.593	3334.181	3321.055	3327.687	9775	0	159
2025.04.17	11:00:00	3327.711	3332.495	3322.396	3327.371	9743	0	159
2025.04.17	12:00:00	3327.322	3342.433	3322.144	3328.196	17213	0	159
2025.04.17	13:00:00	3328.220	3332.051	3311.946	3315.081	24981	0	159
2025.04.17	14:00:00	3315.055	3315.087	3283.828	3291.249	38304	0	159
2025.04.17	15:00:00	3291.293	3304.843	3290.564	3296.431	19345	0	159
2025.04.17	16:00:00	3296.335	3318.717	3294.904	3316.087	14333	0	159
2025.04.17	17:00:00	3316.115	3322.464	3314.296	3319.023	10036	0	159
2025.04.17	18:00:00	3318.998	3320.915	3314.336	3316.409	6290	0	159
2025.04.17	19:00:00	3316.404	3321.897	3310.985	3320.747	7082	0	159
2025.04.17	20:00:00	3320.691	3328.838	3317.996	3327.671	5309	0	159
2025.04.20	22:00:00	3331.849	3353.144	3331.312	3345.931	13331	0	159
2025.04.20	23:00:00	3345.971	3351.790	3343.395	3348.078	10307	0	159
2025.04.21	00:00:00	3348.119	3370.665	3347.487	3368.678	16504	0	159
2025.04.21	01:00:00	3368.718	3378.540	3367.260	3377.481	20522	0	159
2025.04.21	02:00:00	3377.496	3385.004	3374.217	3384.798	13008	0	159
2025.04.21	03:00:00	3384.757	3385.242	3378.207	3382.472	9993	0	159
2025.04.21	04:00:00	3382.465	3382.465	3369.599	3376.371	9159	0	159
2025.04.21	05:00:00	3376.359	3385.867	3375.832	3385.373	11635	0	159
2025.04.21	06:00:00	3385.398	3393.170	3382.504	3392.261	12894	0	159
2025.04.21	07:00:00	3392.237	3396.018	3381.842	3385.121	11820	0	159
2025.04.21	08:00:00	3385.031	3394.255	3383.676	3392.777	9239	0	159
2025.04.21	09:00:00	3392.775	3397.018	3390.915	3394.893	9094	0	159
2025.04.21	10:00:00	3394.901	3397.841	3391.986	3394.959	8151	0	160
2025.04.21	11:00:00	3394.905	3405.924	3386.401	3404.443	12463	0	159
2025.04.21	12:00:00	3404.543	3415.743	3397.966	3414.886	15491	0	159
2025.04.21	13:00:00	3414.860	3426.785	3405.186	3420.450	27612	0	159
2025.04.21	14:00:00	3420.423	3430.240	3408.889	3416.707	23825	0	159
2025.04.21	15:00:00	3416.751	3426.178	3407.934	3422.941	17800	0	159
2025.04.21	16:00:00	3422.897	3424.059	3410.196	3414.596	11973	0	159
2025.04.21	17:00:00	3414.648	3422.894	3405.988	3422.507	11463	0	159
2025.04.21	18:00:00	3422.554	3426.680	3417.650	3426.480	8286	0	159
2025.04.21	19:00:00	3426.353	3430.547	3417.436	3423.431	8435	0	159
2025.04.21	20:00:00	3423.458	3427.195	3419.628	3424.875	5141	0	159
2025.04.21	22:00:00	3423.892	3435.874	3423.892	3431.062	8368	0	159
2025.04.21	23:00:00	3431.096	3444.257	3429.359	3434.548	13343	0	159
2025.04.22	00:00:00	3434.524	3435.457	3412.180	3425.491	25713	0	159
2025.04.22	01:00:00	3425.503	3455.063	3421.564	3452.935	25948	0	159
2025.04.22	02:00:00	3452.981	3476.065	3442.434	3473.119	22451	0	159
2025.04.22	03:00:00	3473.092	3494.843	3472.065	3487.776	20677	0	159
2025.04.22	04:00:00	3487.894	3488.552	3479.516	3484.484	13306	0	159
2025.04.22	05:00:00	3484.448	3495.589	3473.467	3494.391	18625	0	159
2025.04.22	06:00:00	3494.344	3500.033	3475.208	3479.797	33120	0	159
2025.04.22	07:00:00	3479.756	3480.684	3460.861	3468.670	27132	0	159
2025.04.22	08:00:00	3468.634	3472.689	3443.151	3443.965	19436	0	159
2025.04.22	09:00:00	3444.062	3458.819	3443.989	3454.619	18015	0	159
2025.04.22	10:00:00	3454.619	3468.350	3451.329	3452.297	16986	0	159
2025.04.22	11:00:00	3452.363	3461.254	3448.080	3456.715	14014	0	159
2025.04.22	12:00:00	3456.706	3464.829	3424.256	3431.585	30927	0	159
2025.04.22	13:00:00	3431.564	3449.705	3408.591	3418.726	47406	0	159
2025.04.22	14:00:00	3418.757	3438.966	3418.024	3429.954	26153	0	159
2025.04.22	15:00:00	3430.043	3433.209	3410.299	3417.729	22705	0	159
2025.04.22	16:00:00	3417.678	3421.075	3371.994	3392.966	49284	0	159
2025.04.22	17:00:00	3392.991	3410.316	3386.118	3401.863	29144	0	159
2025.04.22	18:00:00	3401.837	3402.588	3373.143	3381.451	15341	0	159
2025.04.22	19:00:00	3381.488	3385.824	3366.745	3374.789	16411	0	159
2025.04.22	20:00:00	3374.818	3382.727	3373.309	3381.379	8093	0	159
2025.04.22	22:00:00	3337.567	3347.056	3315.828	3327.904	26474	0	159
2025.04.22	23:00:00	3327.935	3349.967	3326.815	3336.561	19586	0	159
2025.04.23	00:00:00	3336.607	3371.307	3334.587	3367.865	20821	0	159
